title,vote_average,vote_count,release_date,revenue,overview,poster_path,youtubeId
My Way,7.868,345,2011-12-21,16653488,"During the invasion of Normandy the photograph of a slim Korean man in German uniform was found. It transpired that the man had served as a soldier in the Japanese, Russian and German armies. His incredible story inspired director Kang Je-Gyu to create this epic war drama.",/3moPqIC1EBFilLI3YJNa5Nfel3e.jpg,dzInH4-Kk8U
The Bronze,6.058,343,2016-01-22,615816,"In 2004, Hope Ann Greggory became an American hero after winning the bronze medal for the women's gymnastics team. Today, she's still living in her small hometown, washed-up and embittered. Stuck in the past, Hope must reassess her life when a promising young gymnast threatens her local celebrity status.",/Ah2nD3Kml59svErVsz6DUsxlJ8.jpg,f_1D9wSeVsI
Starship Troopers: Invasion,5.8,342,2012-08-28,193425,"The troopers of two starships have joined forces to terminate a massive bug attack at a Federation outpost. Before the mission can be completed and the survivors evacuated, one ship abruptly departs and goes inexplicably dark. The remaining battle-hardened troopers race to the rescue only to discover that the threat from the bugs is about to hit home.",/xJJY16XSazUgDvbWEXQ1ulLiz8q.jpg,ObDxkBtBHso
Antiviral,5.934,342,2012-09-19,0,"Syd March is an employee at a clinic that sells injections of live viruses harvested from sick celebrities to obsessed fans. When he becomes infected with the disease that kills super sensation Hannah Geist, Syd becomes a target for collectors and rabid fans. He must unravel the mystery surrounding her death before he suffers the same fate.",/liMrNCgwWPARiiDoTJRRSAPq05Z.jpg,TcJTd69dMyQ
"It's the Great Pumpkin, Charlie Brown",7.461,342,1966-10-27,0,"This classic ""Peanuts"" tale focuses on the thumb-sucking, blanket-holding Linus, and his touching faith in the ""Great Pumpkin."" When Linus discovers that no one else believes in the creature, he sets out to prove that the Pumpkin's no myth—by spending the night alone in a pumpkin patch.",/59wp9OWexYsxlSPHYmVLsl5xlFt.jpg,xiSIQzwIPzQ
Masculin Féminin,7.336,342,1966-03-22,0,"Paul, a young idealist trying to figure out what he wants to do with his life, takes a job interviewing people for a marketing research firm. He moves in with aspiring pop singer Madeleine. Paul, however, is disillusioned by the growing commercialism in society, while Madeleine just wants to be successful. The story is told in a series of 15 unrelated vignettes.",/wyKlcABhH1amSzqJWoYHGuICTMZ.jpg,53KROTcwf-Y
I Know Who Killed Me,4.524,340,2007-07-27,9620399,"An idyllic small town is rocked when Aubrey Fleming, a bright and promising young woman, is abducted and tortured by a sadistic serial killer. When she manages to escape, the traumatized girl who regains consciousness in the hospital insists that she is not who they think she is and that the real Aubrey Fleming is still in mortal danger.",/7hz8jYHGNsNsnF0FPngxQEEVyR6.jpg,KSZ98kUVQFo
Bodyguards and Assassins,6.8,338,2009-12-18,6604537,"In 1905, revolutionist Sun Yat-Sen visits Hong Kong to discuss plans with Tongmenghui members to overthrow the Qing dynasty. But when they find out that assassins have been sent to kill him, they assemble a group of protectors to prevent any attacks.",/hEqqA5pSm62IcJ4YJAuMByme3zr.jpg,Kf1l4KapO6I
Days of Glory,6.677,337,2006-09-27,22963701,"1943. They have never stepped foot on French soil but because France was at war, Said, Abdelkader, Messaoud and Yassir enlist in the French Army, along with 130,000 other “indigenous” soldiers, to liberate the “fatherland” from the Nazi enemy. Heroes that history has forgotten…",/d78c7G8wDVGUTWH95tpuEGiK6IZ.jpg,v8UxsOiyhkA
Big Bad Wolves,6.631,337,2013-04-21,33232,"Tel Aviv, Israel. The twisted paths of three very different men brutally collide due to a chain of unspeakable murders: a grieving father who has been doomed to seek vengeance and a police detective who boldly crosses the narrow boundary between law and crime meet a religion teacher suspected of being the murderer.",/7SEdoH6qBIYNhIV7H9cFSRe3wO1.jpg,GsfzhiW5l8c
Alien Abduction,5.808,336,2014-04-04,0,A vacationing family encounters an alien threat in this pulse-pounding thriller based on the real-life Brown Mountain Lights phenomenon in North Carolina.,/h4Ny82lizNTdTH2MFLjjyOVDWtk.jpg,6fDAap9JDwA
Breakfast on Pluto,7.125,335,2005-09-03,3942254,"In the 1970s, a foundling lass, Patrick ""Kitten"" Braden, leaves her small Irish town for London in search of love, acceptance of her gender identity, and her long-lost mother.",/14tmdb1PiLNDZf3VD29S2nUKVV0.jpg,STuULOK8z3s
Fast Food Nation,6.036,332,2006-11-17,2209322,A dramatised examination of the health issues and social consequences of America's love affair with fast food.,/vcRgWIj4p6FtezgZTl4YoxYbSJ7.jpg,zc_z623Wsro
Dolphin Tale 2,6.942,330,2014-09-11,52424533,The team of people who saved Winter's life reassemble in the wake of her surrogate mother's passing in order to find her a companion so she can remain at the Clearwater Marine Hospital.,/uBCyWQzqq6I60owpC9qCE5XAO1N.jpg,gMDymk_gx3A
The Last Word,6.564,330,2017-03-03,1783421,"A retired businesswoman – who tries to control everything around her – decides to write her own obituary. A young journalist takes up the task of finding out the truth, and the result is a life-altering friendship.",/zvwBd0nsW5OqTs4ndEJLQY62leF.jpg,r7SJyrKX64I
Mean Creek,6.848,328,2004-01-15,603943,"Teenagers living in small-town Oregon take a boat trip for a birthday celebration. When they get an idea to play a mean trick on the town bully, it suddenly goes too far. Soon they're forced to deal with the unexpected consequences of their actions.",/47icHsfwq7qpfPTuGwZxAtQ0olJ.jpg,M6mnrzwTxVU
Beyond Re-Animator,5.977,322,2003-04-04,0,"Once again tampering with mother nature to disastrous results, Dr. Herbert West continues his research while serving time in a maximum security prison for his previous exploits. West's limited prison-cell experiments are suddenly interrupted by the arrival of a new prison doctor and the brother of the girl who suffered from West's experiments 13 years earlier.",/6R5s28jsY5rdxiYApbMX2bh3VNL.jpg,fWZT-faP7Oc
Slap Shot,6.857,322,1977-02-25,28000000,"To build up attendance at their games, the management of a struggling minor-league hockey team signs up the Hanson Brothers, three hard-charging players whose job is to demolish the opposition.",/k5dvEA7ajd90mf3KrF6m6LnYXOv.jpg,vW67agGgWAM
Half Past Dead,5.179,321,2002-11-15,19233280,"A man goes undercover in a hi-tech prison to find out information to help prosecute those who killed his wife. While there, he stumbles onto a plot involving a death-row inmate and his $200 million stash of gold.",/fJhudecoqyoZLoCwAZvqNPd7MK5.jpg,JyNYoAd02Uo
Gods and Monsters,6.952,321,1998-01-21,6451628,"It's 1957, and James Whale's heyday as the director of ""Frankenstein,"" ""Bride of Frankenstein"" and ""The Invisible Man"" is long behind him. Retired and a semi-recluse, he lives his days accompanied only by images from his past. When his dour housekeeper, Hannah, hires a handsome young gardener, the flamboyant director and simple yard man develop an unlikely friendship, which will change them forever.",/awvJH3NtXoStsjAtXKr99hfuVaG.jpg,Nn2G6YrvibM
Quick Change,6.68,320,1990-07-13,15260154,"With the aid of his girlfriend, Phyllis Potter, and best friend, Loomis, Grimm enters a Manhattan bank dressed as a clown, creates a hostage situation and executes a flawless robbery. The only thing left for the trio to do is make their getaway out of the city and to the airport. It sounds simple enough, but it seems that fate deserts them immediately after the bank heist. One mishap after another conspires to keep these robbers from reaching freedom.",/8q0VQYwOhhuRFMsyzdZ5JoB676g.jpg,Mcap30hydUY
Hatchet III,5.689,320,2013-06-14,0,"A search and recovery team heads into Victor Crowley’s haunted swamp to pick up the pieces, and Marybeth learns the secret to ending the voodoo curse that has left Victor Crowley terrorizing Honey Island Swamp for decades.",/xQPHO8QVE7U3XuPRxqVmqpA4Csq.jpg,1SSEm5vzNBM
Courageous,7.552,315,2011-09-30,34522221,"Law enforcement officers Adam Mitchell, Nathan Hayes, and their partners stand up to the worst the streets have to offer with confidence and focus. Yet at the end of the day, they face a challenge that none of them are truly prepared to tackle: fatherhood. They know that God desires to turn the hearts of fathers to their children, but their children are beginning to drift further and further away from them. When tragedy hits home, these men are left wrestling with their hopes, their fears, their faith, and their fathering. Can a newfound urgency help these dads draw closer to God... and to their children?",/CkwRzUmxvMZvkzzGE45nqLGTm8.jpg,i9VT_NBIVfs
Take This Waltz,6.317,314,2011-11-25,4965950,"Twenty-eight-year-old Margot is happily married to Lou, a good-natured cookbook author. But when Margot meets Daniel, a handsome artist who lives across the street, their mutual attraction is undeniable.",/tjE6XUPNNaG6VGPyq1SdCghoMos.jpg,0yPzc_REvhU
Set It Off,7.196,313,1996-11-06,41590886,"Four inner-city Black women, determined to end their constant struggle, decide to live by one rule — get what you want or die trying. So the four women take back their lives and take out some banks in the process.",/wpiARyUqTfabzakAXHMIUY6Tl1A.jpg,0LZKJx-otso
Absentia,5.822,313,2011-03-03,0,"Tricia's husband Daniel has been missing for seven years. Her younger sister Callie comes to live with her as the pressure mounts to finally declare him 'dead in absentia.' As Tricia sifts through the wreckage and tries to move on with her life, Callie finds herself drawn to an ominous tunnel near the house. As she begins to link it to other mysterious disappearances, it becomes clear that Daniel's presumed death might be anything but 'natural.' The ancient force at work in the tunnel might have set its sights on Callie and Tricia—and Daniel might be suffering a fate far worse than death in its grasp.",/6i9mtDV67tRAEYhCsZPNtiwMGN6.jpg,aa1UJLqYeBU
King of California,6.417,312,2007-01-24,1045786,"Charlie gets released from an insane asylum and moves in with Miranda, the young daughter he left behind. Charlie believes that there is treasure hidden beneath the local Costco, so he puts together a plan to unearth the loot. By convincing Miranda to quit her job at McDonald's and instead work at the wholesale store, he is able to obtain a key. Although Miranda is skeptical, she helps her father with his irrational quest.",/zLoa3oJ83zo9g3mV9LNCHbqO7jH.jpg,hhCmvoYAhpI
Fierce Creatures,6.135,311,1997-01-23,9381260,"Ex-policeman Rollo Lee is sent to run Marwood Zoo, the newly acquired business of a New Zealand tycoon. In order to meet high profit targets and keep the zoo open, Rollo enforces a new 'fierce creatures' policy, whereby only the most impressive and dangerous animals are allowed to remain in the zoo. However, the keepers are less enthusiastic about complying with these demands.",/w9ukrspXhjBoPvei47J1VLnF293.jpg,fU9zV8gdEUw
Things We Lost in the Fire,6.6,311,2007-09-26,2849142,"A recent widow invites her husband's troubled best friend to live with her and her two children. As he gradually turns his life around, he helps the family cope and confront their loss.",/zhTZ6axHENYh8AfTzbViDKPcGCr.jpg,JAwyB8kvvFM
Kinky Boots,6.679,310,2005-08-30,9950133,"Charles Price may have grown up with his father in the family shoe business in Northampton, central England, but he never thought that he would take his father's place. Charles has a chance encounter with the flamboyant drag queen cabaret singer Lola and everything changes.",/8EzwkItfERGB05BOKNJTJFo93Z.jpg,Ek7VcOkzzkM
From Prada to Nada,5.469,307,2011-01-28,4072098,Two spoiled Beverly Hills sisters who have been left penniless after their father's sudden death are forced to move in with their estranged aunt in East Los Angeles.,/nWV6RncsN8Q86JplEl8AFlV5h6A.jpg,k106g-XDZ8g
Knockaround Guys,5.95,307,2001-09-07,12000000,Four sons of well-known New York mobsters must retrieve a bag of cash from a small Montana town ruled by a corrupt sheriff.,/oYqsIxxIfJMRHiNEMLzgG81brkY.jpg,kEouMYi-uzc
Your Sister's Sister,6.475,306,2011-09-11,3242802,"Iris invites her friend Jack to stay at her family's island getaway after the death of his brother. At their remote cabin, Jack's drunken encounter with Hannah, Iris' sister, kicks off a revealing stretch of days.",/1lci6xrim3IQYVUZTk4N7M6Pndw.jpg,ko5r9GFjzKw
Freedomland,5.169,305,2006-02-17,14655628,A black police detective must solve a strange case of a kidnapped boy and deal with a big racial protest.,/fM9MYcI7BHJ2YqEtcr8JKPE8nDB.jpg,aCy6_bgJ6-k
Phantasm II,6.289,305,1988-07-08,7282851,"Mike, after his release from a psychiatric hospital, teams up with his old pal Reggie to hunt down the Tall Man, who is at it again. A mysterious, beautiful girl has also become part of Mike's dreams, and they must find her before the Tall Man does.",/jTgJhIXdIOsAsFm2p1LjxCoLs1H.jpg,3LHizNyn8Tc
My Name Is Bruce,5.818,305,2007-10-01,173066,B Movie Legend Bruce Campbell is mistaken for his character Ash from the Evil Dead trilogy and forced to fight a real monster in a small town in Oregon.,/et2f1JBW533ZzYiCEA2T7nwzcs1.jpg,pfROegSomiw
Repo! The Genetic Opera,6.2,304,2008-07-18,188126,"By the year 2056, an epidemic of organ failures has devastated the planet. The megacorporation GeneCo provides organ transplants on a payment plan - and those who can’t fulfill their plans have their organs repossessed. In the midst of this, a sickly teenager discovers a shocking secret about herself, her father, and their connection to GeneCo.",/o4a7JkeSF2yItXz9Dj1HWNsfyfh.jpg,xETgGym8cnE
We Are Legion: The Story of the Hacktivists,7.147,303,2012-01-20,0,"Takes us inside the world of Anonymous, the radical ""hacktivist"" collective that has redefined civil disobedience for the digital age. The film explores early hacktivist groups like Cult of the Dead Cow and Electronic Disturbance Theater, then moves to Anonymous' raucous beginnings on the website 4chan.  Through interviews with current members, people recently returned from prison or facing trial, writers, academics, activists and major players in various ""raids,"" the documentary traces Anonymous’ evolution from merry pranksters to a full-blown movement with a global reach, the most transformative civil disobedience of our time.",/6h3KVwIyPCh1pzS4mchjuUBgZ17.jpg,gn9-80ObGA8
The Overnight,5.972,301,2015-06-19,1100000,"Alex, Emily, and their son, RJ, are new to Los Angeles. A chance meeting at the park introduces them to the mysterious Kurt, Charlotte, and Max. A family “playdate” becomes increasingly interesting as the night goes on.",/3XsGz8FbapcT8TsIeeTZrknJ2O8.jpg,R54tN3njkpE
Birdemic: Shock and Terror,2.098,300,2010-02-27,0,"A platoon of eagles and vultures attacks the residents of a small town. Many people die. It's not known what caused the flying menace to attack. Two people manage to fight back, but will they survive Birdemic?",/gqmcAVNNUosB55RliecFYnkWT4M.jpg,jE5dJDgZ644
Postal,4.572,300,2007-10-18,146741,"The story begins with a regular Joe who tries desperately to seek employment, but embarks on a violent rampage when he teams up with cult leader Uncle Dave. Their first act is to heist an amusement park, only to learn that the Taliban are planning the same heist as well. Chaos ensues, and now the Postal Dude must not only take on terrorists but also political figures.",/2U91KS7t6HA1dI6YMiA6TpPRVqU.jpg,W1oKDGlU6WM
Management,5.408,299,2009-02-08,2566648,A traveling art saleswoman tries to shake off a flaky motel manager who falls for her and won't leave her alone.,/roum0tVUqDWRbxBPlvdBzrxjMpK.jpg,bDXoKcAy1MM
Black Water,5.841,298,2007-06-01,1271556,A trio of tourists on a fishing trip in the mangrove swamps of Northern Australia are left to fend for themselves when their tour guide is killed by a crocodile.,/7hd6iyViluCMOqIJz5TsiyBFqp9.jpg,xeucMCAnzeU
Devdas,7.537,298,2002-07-11,13311117,"After his wealthy family prohibits him from marrying the woman he is in love with, Devdas Mukherjee's life spirals further and further out of control as he takes up alcohol and a life of vice to numb the pain.",/n853Gvyy5tGz6BujE6jeuVqjXKM.jpg,K4SaAis60T8
Akeelah and the Bee,7.01,297,2006-04-28,18948425,"Akeelah is a precocious 11-year-old girl from south Los Angeles with a gift for words. Despite her mother's objections, Akeelah enters various spelling contests, for which she is tutored by the forthright Dr. Larabee, her principal Mr. Welch, and the proud residents of her neighborhood. Akeelah's aptitude earns her an opportunity to compete for a spot in the Scripps National Spelling Bee.",/oyIAupl1jqjuVVFXYtfoUgNsDdE.jpg,8Sf4Lwxg6lQ
Renegades,5.608,297,2017-08-21,2602149,"In the midst of the Balkan wars, a squad of Navy SEALs attempts to unravel a long-forgotten mystery after discovering an enormous treasure trove hidden at the bottom of a lake in Serbia.",/hx4nxhesaagsvJNhRw2fTobg8o.jpg,MU_DJa_kiAU
Cave of Forgotten Dreams,7.088,296,2010-11-03,6467348,"Werner Herzog gains exclusive access to film inside the Chauvet caves of Southern France, capturing the oldest known pictorial creations of humankind in their astonishing natural setting.",/7qBfQ2x3FnbB7uRaHQOBjfWFBpc.jpg,kULwsoCEd3g
Looking for Eric,6.475,296,2009-05-27,0,A man trying to put his life back on track gets some advice from an unexpected benefactor -- the ex-footballer Eric Cantona.,/fTHUY0E1FYMFKiQ8UDKx793LtW0.jpg,j852L4afUJs
Restrepo,7.309,295,2010-06-25,1437000,"Directors Hetherington and Junger spend a year with the 2nd Battalion of the United States Army located in one of Afghanistan's most dangerous valleys. The documentary provides insight and empathy on how to win the battle through hard work, deadly gunfights and mutual friendships while the unit must push back the Taliban.",/62DCMBMJU1ZVezVEawyatpFoJwI.jpg,-DjqR6OucBc
Paper Man,6.296,295,2009-06-15,13514,"A coming-of-middle-age comedy that chronicles the unlikely friendship between failed author Richard Dunne and a Long Island teen who teaches him a thing or two about growing up, all under the disapproving eye of his long-suffering wife and his imaginary Superhero friend.",/BKaXYV4lujFxmzhwpLrMLGsYx6.jpg,81naJWXRuSk
Clean,6.367,294,2022-01-28,0,"Tormented by a past life, garbage man Clean attempts a life of quiet redemption. But when his good intentions mark him a target of a local crime boss, Clean is forced to reconcile with the violence of his past.",/kRpKJstAW7DsoPAEBW2Kk1uD9Q6.jpg,FP_4aIenueM
Tsotsi,6.933,292,2005-12-23,9879971,"The South African multi-award winning film about a young South African boy from the ghetto named Tsotsi, meaning Gangster. Tsotsi, who left home as a child to get away from helpless parents, finds a baby in the back seat of a car that he has just stolen. He decides that it his responsibility to take care of the baby and in the process learns that maybe the gangster life isn’t the best way.",/fvPGF7NYuZJACYVRAAF3FXicVf0.jpg,tX20lzOQwUo
Meet Bill,6.103,290,2007-09-07,346592,A mild-mannered bank executive mentors a teenage con artist and tries to make a career change as a doughnut merchant.,/u5EqwPmzc40qIyUUSMvoaWVsSMc.jpg,FK159S6cz8Y
Wedding Daze,5.54,287,2006-09-09,0,"After losing the woman of his dreams, Anderson is convinced he'll never fall in love again. But at the urging of his best friend, he spontaneously proposes to a dissatisfied waitress named Katie and an innocent dare evolves into the kind of love that both have been looking for all along.",/pDqYrYciP76wfzmAqB8SLO5j6f.jpg,6rt34oKhQeM
I Can't Think Straight,7.594,286,2008-06-01,40945,"Tala, a London-based Palestinian, is preparing for her elaborate Middle Eastern wedding when she meets Leyla, a young British Indian woman who is dating her best friend. Spirited Christian Tala and shy Muslim Leyla could not be more different from each other, but the attraction is immediate and goes deeper than friendship. But Tala is not ready to accept the implications of the choice her heart has made for her and escapes back to Jordan, while Leyla tries to move on with her new-found life, to the shock of her tradition-loving parents. As Tala's wedding day approaches, simmering tensions come to boiling point and the pressure mounts for Tala to be true to herself.",/cC33ZIJnoeC8J8C7fDoXpCXkyA3.jpg,KIetcsELZvo
Middle Men,6.47,286,2009-05-17,0,"Chronicles Jack Harris, one of the pioneers of internet commerce, as he wrestles with his morals and struggles not to drown in a sea of conmen, mobsters, drug addicts, and pornstars.",/l56cv8FczzEk4pe3W8BHiRNCC05.jpg,m3gcb_9Q10E
Body Bags,6.166,283,1993-08-08,0,"Three tales, each more terrifying than the last… a woman who is stalked by a crazed serial killer... a man who pays the ultimate price for a beautiful head of hair… and a vision of life — seen through the eyes of a killer!",/xRwna1sWDByZs9hsnlabt16INHl.jpg,Fs4KzXf-gYY
Frozen River,6.64,282,2008-03-26,5457664,"Ray Eddy, an upstate New York trailer mom, is lured into the world of illegal immigrant smuggling. Broke after her husband takes off with the down payment for their new doublewide, Ray reluctantly teams up with Lila, a smuggler, and the two begin making runs across the frozen St. Lawrence River carrying illegal Chinese and Pakistani immigrants in the trunk of Ray's Dodge Spirit.",/qZRcN4JLwYQWTxKlycZPLQb37mO.jpg,Ql3ae21LV8U
Game Change,6.895,281,2012-02-28,0,"During the Republican run of the 2008 Presidential election, candidate John McCain picks a relative unknown, Alaskan governor Sarah Palin, to be his running mate.  As the campaign kicks into high gear, her lack of experience, in both political and media savvy, becomes a drain upon McCain and his strategists.",/wPBlDukp2N5JvW2GqEVF4GjwxV6.jpg,QOa98P_Mv68
Ondine,6.279,281,2009-09-14,1790061,"On the coast of Cork, Syracuse is a divorced fisherman who has stopped drinking. His precocious daughter Annie has failing kidneys. One day, he finds a nearly-drowned young woman in his net; she calls herself Ondine and wants no one to see her. He puts her up in an isolated cottage that was his mother's. Annie discovers Ondine's presence and believes she is a selkie, a seal that turns human while on land. Syracuse is afraid to hope again.",/rQSQisWjIjXnGGenrpjG1GlQcRf.jpg,hO0B_saqOLY
Wendy and Lucy,6.839,279,2008-12-10,1192655,A near-penniless drifter's journey to Alaska in search of work is interrupted when she loses her dog while attempting to shoplift food for it.,/cSe2AuFL6hL7EYd3jFAdsPtoaqS.jpg,pASs3rerRCY
Post Grad,4.991,279,2009-08-21,6414729,"Ryden Malby has a master plan. Graduate college, get a great job, hang out with her best friend and find the perfect guy. But her plan spins hilariously out of control when she’s forced to move back home with her eccentric family.",/yM1QcAtEGkzAM3HFznXj8kvjyDk.jpg,011CHXRYabg
Taxidermia,6.617,278,2006-08-23,0,"Three generations of men, including a pervert that constantly seeks for new kinds of satisfaction, an obese speed eater and a passionate embalmer.",/w0i4ilJ6hzDbBsTTdGad7YR7ila.jpg,Qi263ZTuu5w
Extraordinary Measures,6.215,276,2010-01-21,15134293,"Working-class father John Crowley is finally on the fast track to corporate success when his two young children are diagnosed with Pompe disease—a condition that prevents the body from breaking down sugar. With the support of his wife, John ditches his career and teams with unconventional specialist, Dr. Robert Stonehill to found a bio-tech company and develop a cure in time to save the lives of his children. As Dr. Stonehill works tirelessly to prove the theories that made him the black sheep of the medical community, a powerful bond is forged between the two unlikely allies.",/3KoxLZ2yeGSIHgQdE0PUU8Z6J7w.jpg,tZV_bMgB-zA
Solitary Man,5.871,276,2009-09-07,5024782,A car magnate watches his personal and professional life hit the skids because of his business and romantic indiscretions.,/5Dpm8QDoL3w3ZOwVl6rgvjRWxrj.jpg,lm95_LnjUJQ
Amateur,6.415,275,2018-04-06,0,14-year-old basketball phenom Terron Forte has to navigate the under-the-table world of amateur athletics when he is recruited to an elite NCAA prep school.,/nWUvlNxKSMdegAoY5eMOqPwMKIb.jpg,GLhu37ozFx8
Grand Isle,5.498,274,2019-12-06,5566,"Walter and his neglected wife lure a young man into their Victorian home to escape a hurricane. When the man is charged with murder by Det. Jones, he must reveal the couple's wicked secrets to save himself.",/8mcXb3km7hZ8aJKpxxgnvvxt9gW.jpg,aFrn5smk4uM
Gantz,6.6,273,2010-11-29,0,"After trying to rescue a man on the subway tracks, two teens wake up in a room dominated by a mysterious black sphere that sends them to hunt down and kill aliens hiding on Earth.",/g3PZqiBBFPLZkT44hUMKA1WK1aM.jpg,6M7X1pTM6H4
Willow Creek,5.057,271,2013-05-02,0,"Looking to make a splash online with his research videos into the existence of Bigfoot, Jim and his girlfriend Kelly take a camping trip to the small town of Willow Creek, California, and the surrounding mountains where the infamous footage of the supposed sasquatch was filmed.",/8pP4tEeM7R6G4MSyxhFblwCja1P.jpg,eHcqBIPecRE
Kahaani,7.132,269,2012-03-08,16000000,"Pregnant and alone in the city of Kolkata, a woman begins a relentless search for her missing husband, only to find that nothing is what it seems.",/shsN1B7IPAQG1NLF6WVVi3X89lM.jpg,CUj73MLqZoQ
Saint Laurent,6.157,268,2014-09-23,0,"1967-1976. As one of history's greatest fashion designers entered a decade of freedom, neither came out of it in one piece.",/xDXKPeCyKuWJIKfFSAYsppKWsgW.jpg,vhkSXbmm-uQ
Beautiful Thing,7.249,267,1996-06-21,1500000,"Set during a long, hot summer on the Thamesmead Estate in Southeast London, three teenagers edge towards adulthood.",/34fPI0phWQ189lc5O7aNf12jWPm.jpg,3jRl-xZxyvQ
Side by Side,7.264,267,2012-08-19,0,"Since the invention of cinema, the standard format for recording moving images has been film. Over the past two decades, a new form of digital filmmaking has emerged, creating a groundbreaking evolution in the medium. Keanu Reeves explores the development of cinema and the impact of digital filmmaking via in-depth interviews with Hollywood masters, such as James Cameron, David Fincher, David Lynch, Christopher Nolan, Martin Scorsese, George Lucas, Steven Soderbergh, and many more.",/qeeQ7rfTAXNYh4EqqdolFLkNwKM.jpg,aFGJY_NJwwg
XXY,6.863,266,2007-06-14,2728869,"Alex, an intersexed 15-year-old, is living as a girl, but she and her family begin to wonder whether she's emotionally a boy when another teenager's sexual advances bring the issue to a head. As Alex faces a final decision regarding her gender, she meets both hostility and compassion.",/zrR2w32pwI6T7HPGJoimmLOlDXF.jpg,LGBwrJqGcGw
Amazing Grace,6.889,266,2006-09-16,32120360,"The true story of William Wilberforce and his courageous quest to end the British slave trade. Along the way, Wilberforce meets intense opposition, but his minister urges him to see the cause through.",/zr48JEuwxcYM03NcdJU6qWMHPtq.jpg,cRuWRy5McCM
Bitch Slap,4.726,266,2009-05-16,199436,"Three bad girls (a down-and-out stripper, a drug-running killer and a corporate powerbroker) arrive at a remote desert hideaway to extort and steal $200 million in diamonds from a ruthless underworld kingpin.",/uwpDERT9drTPhvoV8cWzuV6xhdt.jpg,JddoqqicPCA
100 Feet,5.515,266,2008-07-22,1415804,"After Marnie Watson kills her abusive husband in self-defense, she is condemned to house arrest... only to discover that the house is possessed by the enraged and violent spirit of her dead husband.",/ryocnetNNLWs0Oefkqkea6HccqV.jpg,7cMhT38FFKc
W.E.,6.462,265,2011-09-01,868439,"In 1998, an auction of the estate of the Duke and Duchess of Windsor causes great excitement. For one woman, Wally Winthrop, it has much more meaning. Wally becomes obsessed by their historic love story. As she learns more about the sacrifices involved, Wally gains her own courage to find happiness.",/natLuO7NcStRln1vFWLqIYUKGwX.jpg,4lNg0cm69xU
Katy Perry: Part of Me,7.1,264,2012-06-28,32726956,"Giving fans unprecedented access to the real life of the music sensation, Katy Perry: Part of Me exposes the hard work, dedication and phenomenal talent of a girl who remained true to herself and her vision in order to achieve her dreams. Featuring rare behind-the-scenes interviews, personal moments between Katy and her friends, and all-access footage of rehearsals, choreography, Katy’s signature style and more, Katy Perry: Part of Me reveals the singer’s unwavering belief that if you can be yourself, then you can be anything.",/yPW5Lmptt7z8rCYtVYjkpyjI3SY.jpg,Q1tDT852GGk
Body of Evidence,4.954,263,1993-01-15,38000000,"When an elderly millionaire is found dead with cocaine in his system, his will leaves $8 million to Rebecca Carlson, who was having an affair with him. District attorney Robert Garrett decides to prosecute Rebecca, arguing that she deliberately engaged in wild sex with the old man to overexcite him and lead to his premature death. Defense attorney Frank Dulaney defends Rebecca in court while getting sucked into a dangerous affair with her.",/rGDfwZHRMpY5R0ZkmaiHHvpYQKB.jpg,WJfPgjR_czA
Get Low,6.718,259,2010-07-30,10522511,"A movie spun out of equal parts folk tale, fable and real-life legend about the mysterious, 1930s Tennessee hermit who famously threw his own rollicking funeral party... while he was still alive.",/evNXQIY4lXBZCZIQE9QhdBjmAGF.jpg,C25TG5kLJGw
Cemetery Junction,6.527,259,2010-04-14,0,"In 1970s England, three blue-collar friends spend their days joking, drinking, fighting and chasing girls. Freddie wants to leave their working-class world but cool, charismatic Bruce and lovable loser Snork are happy with life the way it is. When Freddie gets a new job as a door-to-door salesman and bumps into his old school sweetheart Julie, the gang are forced to make choices that will change their lives for ever.",/x5ItIOSRFzi2huaT3ceNJLK6M1w.jpg,XYDeHIszUqA
Fur: An Imaginary Portrait of Diane Arbus,6.079,258,2006-08-30,2312717,"In 1958 New York Diane Arbus is a housewife and mother who works as an assistant to her husband, a photographer employed by her wealthy parents. Respectable though her life is, she cannot help but feel uncomfortable in her privileged world. One night, a new neighbor catches Diane's eye, and the enigmatic man inspires her to set forth on the path to discovering her own artistry.",/gSd9TtEPrdz39N7WO4Mrfg6eT1z.jpg,SODvv2xxvgI
"War, Inc.",5.514,257,2008-04-28,1296184,"War Inc. is set in the future, when the fictional desert country of Turaqistan is torn by a riot after a private corporation, Tamerlane, owned by the former Vice President of the United States, has taken over the whole country. Brand Hauser, a hit man who suppresses his emotions by gobbling down hot sauce, is hired by the corporation's head to kill the CEO of their competitors.",/nlGsWWYC9n4lkbIoTXmI42dkJqb.jpg,G9SFoiYIs_4
360,5.7,256,2012-07-25,1663931,"A disparate group of characters unknowingly bond by the sexual choices they make. Consumed by loneliness, a British businessman ponders a rendezvous with a prostitute. The businessman's wife prepares to call it quits with her younger lover. A Brazilian student breaks up with her boyfriend in London. A recovering alcoholic travels to Phoenix in search of his missing daughter. A paroled sex offender struggles to stay composed when propositioned in a Denver airport. A widower's religious devotion is put to a difficult test.",/w2JD7hy0kZvEAX81yHHpHyjldGK.jpg,ElLF2VgeYxg
