movie_title,cinema_name,date_time
Greenfingers,Regal Cinema,2024-09-24 08:36:21
Dog Pound,Riviera Cinema,2024-09-11 17:08:02
Amer,Regal Cinema,2024-09-10 00:07:40
In Your Eyes,CineStar Plaza,2024-09-26 22:22:30
Imagine That,Riviera Cinema,2024-09-02 03:11:28
Gunless,Grand View Cinema,2024-09-24 06:36:47
The Losers,Riviera Cinema,2024-09-01 03:53:35
Python,Starlight Theatre,2024-09-07 07:48:07
Spaceballs,Starlight Theatre,2024-09-10 20:49:42
Middle Men,CineStar Plaza,2024-09-20 12:13:24
Maleficent,CineLux,2024-09-19 23:27:19
Overlord,CineLux,2024-09-04 08:51:04
Canadian Bacon,CineStar Plaza,2024-09-24 14:52:03
Bright Star,Silver Screen Cinema,2024-09-23 04:42:10
Powder Blue,Riviera Cinema,2024-09-18 08:38:00
We Are Legion: The Story of the Hacktivists,Grand View Cinema,2024-09-21 04:48:53
Harry Potter and the Order of the Phoenix,CineStar Plaza,2024-09-13 18:35:23
Trouble with the Curve,CineStar Plaza,2024-09-20 19:33:01
Wristcutters: A Love Story,Grand View Cinema,2024-08-30 12:53:15
Boy Interrupted,CineLux,2024-09-06 12:56:54
Jeepers Creepers,Silver Screen Cinema,2024-09-10 06:30:14
House of D,Grand View Cinema,2024-09-21 15:03:50
Game Over,Starlight Theatre,2024-09-01 08:07:37
Dragonlance: Dragons of Autumn Twilight,Galaxy Cinema,2024-09-20 10:59:19
Thunderball,CineLux,2024-09-26 03:45:03
Stoker,Regal Cinema,2024-09-13 09:10:14
Ocean's Twelve,Riviera Cinema,2024-09-09 09:11:33
Trances,Starlight Theatre,2024-09-18 08:12:04
Mary Poppins,Regal Cinema,2024-09-24 03:43:18
Encounters at the End of the World,Grand View Cinema,2024-09-02 10:57:46
Middle Men,Regal Cinema,2024-09-02 04:17:35
Seven Days in Utopia,Riviera Cinema,2024-09-03 02:42:21
Sinbad: The Fifth Voyage,CineStar Plaza,2024-09-06 10:14:45
Nas: Time Is Illmatic,CineLux,2024-09-06 17:45:57
Kung Fu Panda 2,Riviera Cinema,2024-09-14 20:23:01
Casshern,Regal Cinema,2024-09-24 11:05:49
Metropia,Grand View Cinema,2024-09-01 02:27:23
Magic,Regal Cinema,2024-09-26 07:25:30
Sharkwater,Silver Screen Cinema,2024-09-10 07:13:39
Exposed,Silver Screen Cinema,2024-09-20 21:09:46
School of Rock,CineStar Plaza,2024-09-10 06:04:28
Flipped,CineLux,2024-09-13 04:15:57
'Twas the Night Before Christmas,CineLux,2024-09-05 23:03:26
Stoker,Riviera Cinema,2024-09-11 12:40:37
Star Trek V: The Final Frontier,Silver Screen Cinema,2024-09-22 04:35:18
Goldfinger,Riviera Cinema,2024-09-09 13:48:35
The Rise,Galaxy Cinema,2024-09-04 06:46:12
My Life in Ruins,Galaxy Cinema,2024-09-24 00:09:08
Night at the Museum: Secret of the Tomb,Starlight Theatre,2024-09-17 21:48:43
Planet Hulk,CineLux,2024-09-15 11:53:34
Salvation Boulevard,Silver Screen Cinema,2024-09-19 09:40:15
Blue Ruin,Regal Cinema,2024-09-02 01:48:18
Death Proof,Galaxy Cinema,2024-09-09 00:32:02
Super,Silver Screen Cinema,2024-09-19 15:48:37
Wedding Daze,CineLux,2024-09-20 01:45:07
Captain America: The Winter Soldier,CineStar Plaza,2024-08-31 17:48:55
Jobs,CineStar Plaza,2024-09-23 09:11:33
Kidnapped,CineStar Plaza,2024-09-08 12:05:10
The Raid,Silver Screen Cinema,2024-09-09 18:55:18
Pirates of the Caribbean: Dead Man's Chest,CineLux,2024-08-30 09:06:22
We Can Be Heroes,Regal Cinema,2024-09-15 20:34:47
Loving Annabelle,CineStar Plaza,2024-09-20 02:46:01
Take This Waltz,Grand View Cinema,2024-09-07 19:34:13
Penguins of Madagascar,CineLux,2024-09-04 05:57:35
Kung Fu Panda,CineLux,2024-09-06 19:17:59
Partly Cloudy,Grand View Cinema,2024-09-22 07:25:22
Sharkwater,CineLux,2024-09-01 15:13:50
Kinky Boots,CineStar Plaza,2024-09-24 19:45:57
Sharknado 2: The Second One,CineLux,2024-09-25 07:42:53
J. Edgar,Silver Screen Cinema,2024-09-01 20:41:14
Waking Madison,Silver Screen Cinema,2024-09-20 22:51:38
Ready to Rumble,CineStar Plaza,2024-09-10 03:57:10
Distance,Silver Screen Cinema,2024-09-03 11:04:03
They Live,Grand View Cinema,2024-09-23 06:47:29
Lady Chatterley's Lover,Galaxy Cinema,2024-08-30 02:31:41
The Body,Starlight Theatre,2024-09-16 19:26:09
Pirates of the Caribbean: Dead Man's Chest,Riviera Cinema,2024-09-15 14:57:49
Lake Mungo,CineStar Plaza,2024-09-04 19:50:19
From Prada to Nada,Starlight Theatre,2024-09-19 00:56:42
Bachelor Night,Grand View Cinema,2024-09-22 03:20:54
Jack,CineStar Plaza,2024-09-01 07:59:19
Into the Wild,Riviera Cinema,2024-09-04 11:03:25
Good Ol' Freda,Grand View Cinema,2024-09-16 17:50:26
Bill Cunningham New York,Riviera Cinema,2024-09-20 01:58:31
Narco Cultura,Silver Screen Cinema,2024-09-04 16:26:57
Dear White People,CineStar Plaza,2024-09-19 03:07:36
Dance with Me,CineStar Plaza,2024-09-08 16:24:35
Shock Treatment,Starlight Theatre,2024-09-10 08:27:52
Police Academy,Galaxy Cinema,2024-09-17 08:53:10
Candyman,CineStar Plaza,2024-09-03 11:57:46
Charlie and the Chocolate Factory,Galaxy Cinema,2024-08-30 19:10:33
Troll,Silver Screen Cinema,2024-09-12 12:22:29
Maybe Baby,CineLux,2024-09-01 11:08:18
Seven Psychopaths,Regal Cinema,2024-09-07 11:47:56
Diner,Grand View Cinema,2024-09-20 05:52:39
Sinbad: The Fifth Voyage,Silver Screen Cinema,2024-09-16 13:15:18
Sniper 2,Galaxy Cinema,2024-09-20 09:23:58
Sherlock Holmes: A Game of Shadows,Riviera Cinema,2024-09-19 15:41:36
One Shot,Silver Screen Cinema,2024-09-02 09:08:27
Canvas,Regal Cinema,2024-09-03 09:23:23
Hotel Transylvania,CineStar Plaza,2024-08-29 08:49:53
Percy Jackson & the Olympians: The Lightning Thief,Grand View Cinema,2024-09-02 23:00:47
Shrek the Third,Regal Cinema,2024-08-31 23:46:19
Mr. Nice,CineStar Plaza,2024-09-15 08:35:28
Babylon A.D.,CineLux,2024-09-06 07:58:58
Stowaway,Regal Cinema,2024-09-25 19:06:08
Shrek,Regal Cinema,2024-09-09 23:21:33
Salvation Boulevard,CineStar Plaza,2024-09-24 16:19:19
Detention of the Dead,Starlight Theatre,2024-09-01 05:38:08
I Really Hate My Job,Riviera Cinema,2024-09-06 19:43:15
In the Land of Women,Starlight Theatre,2024-09-01 05:59:06
Behind Enemy Lines II: Axis of Evil,Regal Cinema,2024-08-31 05:54:48
No Mercy,CineLux,2024-09-26 20:07:16
Indiana Jones and the Last Crusade,Riviera Cinema,2024-09-07 13:13:45
Fahrenheit 451,Regal Cinema,2024-09-04 14:53:04
Best Worst Movie,CineStar Plaza,2024-09-06 03:36:16
Devil's Playground,Galaxy Cinema,2024-09-15 08:29:21
Moonrise Kingdom,Grand View Cinema,2024-09-25 09:22:31
North Country,Regal Cinema,2024-09-10 19:58:55
Genghis Khan,Silver Screen Cinema,2024-09-24 15:08:57
E.T. the Extra-Terrestrial,Galaxy Cinema,2024-09-04 06:06:11
Cropsey,Galaxy Cinema,2024-09-17 11:23:52
Papillon,Silver Screen Cinema,2024-09-05 02:00:39
Compliance,Starlight Theatre,2024-09-10 03:56:32
Behind Enemy Lines II: Axis of Evil,CineStar Plaza,2024-09-12 21:43:07
Rocket Singh: Salesman of the Year,Silver Screen Cinema,2024-09-16 15:07:35
Taxi to the Dark Side,Starlight Theatre,2024-09-11 10:47:56
Ishtar,Riviera Cinema,2024-09-03 06:59:42
Boy Wonder,CineStar Plaza,2024-09-02 23:52:32
Joker,Riviera Cinema,2024-08-30 03:39:13
Sphere,CineLux,2024-09-23 06:39:03
North Country,CineLux,2024-09-14 20:37:38
Whiteout,Silver Screen Cinema,2024-09-12 16:46:22
Outside the Law,CineLux,2024-09-21 18:12:05
Creation,CineStar Plaza,2024-09-22 08:50:11
Horrible Bosses,Starlight Theatre,2024-09-02 08:35:15
Edmond,CineLux,2024-09-15 19:47:56
Charlie's Angels: Full Throttle,Grand View Cinema,2024-09-26 18:41:24
Little Miss Sunshine,CineStar Plaza,2024-09-26 20:48:16
Hancock,Silver Screen Cinema,2024-09-05 13:36:49
Swimming Pool,CineStar Plaza,2024-09-23 12:32:12
Evita,Galaxy Cinema,2024-09-25 21:27:46
Phantasm IV: Oblivion,Regal Cinema,2024-09-10 19:30:04
Masquerade,Regal Cinema,2024-09-14 14:58:11
Mississippi Burning,Galaxy Cinema,2024-09-13 16:45:27
Exporting Raymond,CineStar Plaza,2024-09-24 10:19:07
Body of Lies,Grand View Cinema,2024-09-05 15:36:54
One Hour Photo,Silver Screen Cinema,2024-09-18 18:50:25
Exit Wounds,CineLux,2024-09-07 20:33:18
Helen,Galaxy Cinema,2024-09-01 18:08:51
YellowBrickRoad,Galaxy Cinema,2024-09-12 05:24:49
Fast Food Nation,CineLux,2024-08-31 06:21:08
Cemetery Junction,Starlight Theatre,2024-09-12 04:53:24
Boy A,CineStar Plaza,2024-09-24 11:14:40
Lucky You,CineStar Plaza,2024-09-16 09:13:19
Beasts of the Southern Wild,CineStar Plaza,2024-09-09 00:17:17
Fighting,Grand View Cinema,2024-09-23 23:26:16
Contact,Silver Screen Cinema,2024-09-12 15:41:39
Captain America: The Winter Soldier,Grand View Cinema,2024-09-15 11:35:37
Adam,Regal Cinema,2024-09-18 22:25:59
Cop Out,Regal Cinema,2024-09-01 09:41:26
Star Trek II: The Wrath of Khan,Grand View Cinema,2024-09-18 03:06:31
Waterboys,CineStar Plaza,2024-09-09 22:51:05
Wristcutters: A Love Story,Silver Screen Cinema,2024-09-05 04:39:09
Star Trek: Insurrection,Regal Cinema,2024-09-11 22:57:40
Astro Boy,CineLux,2024-09-17 16:09:08
Jaws,Silver Screen Cinema,2024-09-08 03:26:22
Happy People: A Year in the Taiga,Regal Cinema,2024-09-16 12:05:34
Tupac: Resurrection,CineLux,2024-09-06 19:56:11
Black Nativity,Riviera Cinema,2024-08-31 20:06:16
Everybody's Fine,Starlight Theatre,2024-09-06 14:36:12
Sleepwalk with Me,Regal Cinema,2024-09-07 02:31:34
2046,Grand View Cinema,2024-09-19 14:33:08
Cocaine Cowboys,Grand View Cinema,2024-09-24 17:49:47
Little Miss Sunshine,CineLux,2024-09-20 06:17:43
Happy-Go-Lucky,CineLux,2024-09-26 06:52:45
Love Happens,Starlight Theatre,2024-09-13 12:06:26
Nancy Drew and the Hidden Staircase,CineStar Plaza,2024-08-29 08:32:08
Click,CineLux,2024-08-31 03:37:37
Jumping the Broom,Riviera Cinema,2024-08-29 23:15:39
Evita,CineLux,2024-09-10 00:00:19
Harry Potter and the Goblet of Fire,Regal Cinema,2024-09-11 13:17:24
L.I.E.,Regal Cinema,2024-09-14 18:25:32
Rewind This!,CineStar Plaza,2024-09-26 18:06:09
Insidious,Starlight Theatre,2024-09-05 05:42:13
Touchy Feely,Regal Cinema,2024-09-11 10:25:38
Stonehearst Asylum,Galaxy Cinema,2024-09-05 16:47:44
Inhale,CineLux,2024-09-09 23:22:15
7500,Regal Cinema,2024-09-16 00:37:32
Legends of Oz: Dorothy's Return,Regal Cinema,2024-09-08 08:33:56
Cassandra's Dream,Silver Screen Cinema,2024-09-21 15:21:56
Phantasm III: Lord of the Dead,CineLux,2024-09-13 21:43:05
Burlesque,CineStar Plaza,2024-09-18 01:04:28
Mega Shark vs. Crocosaurus,Galaxy Cinema,2024-09-09 20:32:25
Giallo,CineLux,2024-09-06 04:01:31
Welcome to Dongmakgol,CineStar Plaza,2024-09-26 02:09:54
Pink Ribbons, Inc.,CineLux,2024-09-03 15:43:27
Lemmy,CineLux,2024-09-05 11:07:21
Scott Pilgrim vs. the World,Regal Cinema,2024-09-22 04:52:00
Leap Year,Starlight Theatre,2024-09-14 10:37:15
Akeelah and the Bee,Riviera Cinema,2024-09-17 02:52:53
The Captains,Silver Screen Cinema,2024-09-12 03:42:21
Encounters at the End of the World,Grand View Cinema,2024-09-14 04:28:21
Captain America: The First Avenger,CineLux,2024-09-10 11:17:42
Zombieland,CineStar Plaza,2024-08-29 10:53:15
Man on a Ledge,Galaxy Cinema,2024-09-20 02:15:53
On Her Majesty's Secret Service,Grand View Cinema,2024-09-22 12:08:27
Malice,CineStar Plaza,2024-09-10 14:29:47
Body Bags,CineLux,2024-09-15 14:29:55
Money Train,Riviera Cinema,2024-08-30 04:22:50
Brooklyn Castle,Galaxy Cinema,2024-08-31 13:30:52
Wedding Daze,Grand View Cinema,2024-09-19 00:38:21
Closer,Grand View Cinema,2024-09-22 19:13:37
Picnic,Starlight Theatre,2024-09-05 15:36:14
Hangman's Curse,CineStar Plaza,2024-09-11 04:42:36
Cherry 2000,CineStar Plaza,2024-08-29 10:40:19
V for Vendetta,Galaxy Cinema,2024-09-06 09:18:38
Cloud Atlas,Riviera Cinema,2024-09-19 02:46:49
Mega Piranha,Riviera Cinema,2024-09-02 22:30:25
Before Sunset,Regal Cinema,2024-09-25 16:44:49
New Town Killers,CineStar Plaza,2024-09-04 06:44:23
My Cousin Rachel,Riviera Cinema,2024-09-11 18:57:23
Righteous Kill,Galaxy Cinema,2024-09-17 11:00:30
Every Little Step,Starlight Theatre,2024-09-12 13:15:43
Blackfish,Starlight Theatre,2024-09-01 16:57:31
Locke,Riviera Cinema,2024-09-20 07:46:34
Tiny Furniture,Galaxy Cinema,2024-09-04 15:49:14
Pieces of April,CineLux,2024-09-19 22:12:48
Caravaggio,Regal Cinema,2024-09-12 22:46:50
James and the Giant Peach,CineLux,2024-09-02 07:31:49
Body Parts,Regal Cinema,2024-09-23 01:01:05
Dedication,Starlight Theatre,2024-08-30 22:36:07
Inland Empire,Regal Cinema,2024-09-02 22:04:16
Chappie,Riviera Cinema,2024-09-03 10:45:29
Eraser,Galaxy Cinema,2024-09-13 19:38:05
Gunless,Grand View Cinema,2024-09-13 23:57:49
Pirates of Silicon Valley,CineStar Plaza,2024-08-29 16:21:10
Ocean's Twelve,Galaxy Cinema,2024-09-20 06:44:18
Predator 2,Galaxy Cinema,2024-09-01 02:52:28
Point Break,Silver Screen Cinema,2024-09-18 04:22:41
The Great Gatsby,Regal Cinema,2024-09-11 01:57:35
Spaceballs,CineLux,2024-09-06 07:16:50
Angel Eyes,Grand View Cinema,2024-09-03 21:30:56
Miami Connection,CineLux,2024-09-12 12:07:03
Were the World Mine,Silver Screen Cinema,2024-09-24 12:06:54
Trash Humpers,Silver Screen Cinema,2024-09-13 00:36:25
Leatherheads,Grand View Cinema,2024-09-09 13:05:46
Magnolia,Grand View Cinema,2024-09-05 04:51:44
In a World...,Starlight Theatre,2024-09-12 06:56:11
Children of Men,Silver Screen Cinema,2024-09-14 17:47:46
30 Days of Night: Dark Days,CineStar Plaza,2024-09-21 20:45:08
Project Almanac,Regal Cinema,2024-09-16 15:54:52
The Last Station,Grand View Cinema,2024-09-01 13:04:01
Journey 2: The Mysterious Island,Galaxy Cinema,2024-09-09 06:51:10
I Sell the Dead,CineLux,2024-08-30 18:52:36
Hellboy,CineStar Plaza,2024-09-18 23:00:56
Drive Angry,Riviera Cinema,2024-09-10 01:13:56
Life of Pi,Riviera Cinema,2024-09-19 14:49:57
He's Just Not That Into You,Riviera Cinema,2024-09-10 07:54:31
Ice Age,Silver Screen Cinema,2024-08-29 21:09:03
Talladega Nights: The Ballad of Ricky Bobby,Starlight Theatre,2024-09-21 03:19:51
Lonely Hearts,Galaxy Cinema,2024-09-19 01:11:10
The Losers,Regal Cinema,2024-09-06 12:06:08
Judy Moody and the Not Bummer Summer,Starlight Theatre,2024-09-06 02:27:03
The Lone Ranger,CineStar Plaza,2024-09-01 18:01:15
Drillbit Taylor,Galaxy Cinema,2024-08-31 07:23:59
Before Sunrise,Silver Screen Cinema,2024-09-15 16:24:45
Killer Joe,Regal Cinema,2024-09-05 01:39:39
Special Delivery,Starlight Theatre,2024-08-31 10:49:02
Face/Off,Starlight Theatre,2024-09-01 18:47:02
Sex & Drugs & Rock & Roll,Silver Screen Cinema,2024-09-11 10:39:33
For Neda,Starlight Theatre,2024-09-14 05:56:48
Beasts of the Southern Wild,Grand View Cinema,2024-09-08 05:15:38
Gigantic,Regal Cinema,2024-09-06 01:51:30
Cop Out,Regal Cinema,2024-09-09 17:59:48
The Butterfly Effect 2,Regal Cinema,2024-09-08 08:54:38
Octopussy,Galaxy Cinema,2024-09-16 18:01:37
Man on the Moon,Galaxy Cinema,2024-09-21 00:11:34
Have Dreams, Will Travel,CineLux,2024-09-14 03:34:34
Return to Oz,Grand View Cinema,2024-09-20 15:37:54
Project Almanac,Starlight Theatre,2024-09-13 03:30:54
Would You Rather,Galaxy Cinema,2024-08-31 11:54:26
Alien Abduction,Silver Screen Cinema,2024-09-22 13:15:55
Walk on Water,Starlight Theatre,2024-09-09 00:34:46
Pulp Fiction,CineLux,2024-09-16 18:28:38
The Body,Grand View Cinema,2024-09-09 14:59:35
Kinky Boots,Regal Cinema,2024-09-23 15:07:21
Sinbad: The Fifth Voyage,CineStar Plaza,2024-09-12 08:59:06
National Treasure: Book of Secrets,Silver Screen Cinema,2024-09-13 20:22:19
Georgia,Regal Cinema,2024-09-17 10:26:19
Bedlam,Silver Screen Cinema,2024-09-15 23:56:43
Remember Sunday,CineLux,2024-09-15 16:30:52
Mean Creek,Silver Screen Cinema,2024-09-19 13:12:51
Angels & Demons,Galaxy Cinema,2024-09-13 06:37:45
Gone Girl,Riviera Cinema,2024-09-08 04:17:30
Mary and Max,CineLux,2024-09-25 05:29:00
Lake Mungo,Grand View Cinema,2024-09-13 06:48:14
Tenacious D in The Pick of Destiny,CineLux,2024-09-23 01:33:23
This Means War,Galaxy Cinema,2024-09-26 13:01:05
Halloween III: Season of the Witch,Silver Screen Cinema,2024-09-23 13:40:56
Down Terrace,Riviera Cinema,2024-09-19 14:35:12
Sputnik,Starlight Theatre,2024-09-03 02:38:38
Bellflower,Silver Screen Cinema,2024-09-06 16:13:00
Never Let Me Go,Riviera Cinema,2024-09-21 21:54:40
English Vinglish,CineStar Plaza,2024-09-04 00:27:32
Pacific Rim,Regal Cinema,2024-09-01 20:27:37
Beautiful Boxer,Grand View Cinema,2024-09-13 21:51:32
Restrepo,CineLux,2024-09-12 04:09:41
Lawless,Silver Screen Cinema,2024-09-10 20:06:35
The Last Word,Regal Cinema,2024-09-02 00:48:31
Essential Killing,CineLux,2024-09-08 18:03:57
Kiss Kiss Bang Bang,CineStar Plaza,2024-09-18 07:40:04
Flash of Genius,Grand View Cinema,2024-09-12 03:40:42
Amazing Grace,Riviera Cinema,2024-09-07 23:03:31
Conviction,Riviera Cinema,2024-09-12 10:26:18
Mr. Magorium's Wonder Emporium,Starlight Theatre,2024-09-09 13:47:14
360,CineLux,2024-09-11 01:58:34
Dumbo,CineLux,2024-08-30 03:01:17
Grand Isle,Silver Screen Cinema,2024-09-17 09:32:45
Geography Club,Regal Cinema,2024-08-31 08:54:51
Sky Captain and the World of Tomorrow,Galaxy Cinema,2024-09-14 12:33:46
Fierce Creatures,Starlight Theatre,2024-09-26 05:35:29
Casino Jack,CineStar Plaza,2024-09-20 15:44:45
Inhale,CineStar Plaza,2024-09-13 03:30:26
Good Luck Chuck,Riviera Cinema,2024-09-20 01:16:10
Martha Marcy May Marlene,Galaxy Cinema,2024-09-26 23:10:53
Legion,Silver Screen Cinema,2024-08-30 15:18:01
Outpost: Black Sun,Regal Cinema,2024-09-19 15:55:47
Little Miss Sunshine,Regal Cinema,2024-09-05 08:49:54
30 Minutes or Less,CineLux,2024-09-20 02:32:44
Sleepaway Camp,Riviera Cinema,2024-09-07 05:23:35
Home Run,Galaxy Cinema,2024-09-22 03:38:03
In Too Deep,CineLux,2024-09-01 10:11:15
Ghost Rider: Spirit of Vengeance,Silver Screen Cinema,2024-09-16 18:39:31
Freedomland,Riviera Cinema,2024-09-16 21:22:42
With Great Power: The Stan Lee Story,CineLux,2024-09-19 11:45:10
Doggiewoggiez! Poochiewoochiez!,CineLux,2024-09-18 05:53:48
Good Will Hunting,Riviera Cinema,2024-09-19 19:18:01
Beautiful Boxer,Riviera Cinema,2024-08-29 18:19:07
National Treasure,CineLux,2024-09-11 04:01:32
Remember Sunday,Riviera Cinema,2024-08-31 19:38:26
Spider-Man 2,Regal Cinema,2024-08-29 11:36:31
Forrest Gump,Grand View Cinema,2024-09-09 07:43:37
Batman Begins,Galaxy Cinema,2024-09-08 23:05:25
Babylon A.D.,Silver Screen Cinema,2024-09-17 02:38:35
Madagascar: Escape 2 Africa,Galaxy Cinema,2024-09-19 10:11:15
Black Nativity,Grand View Cinema,2024-09-03 14:37:48
Something Borrowed,Grand View Cinema,2024-08-29 00:22:26
Mistress America,Riviera Cinema,2024-09-20 10:31:16
Locke,Starlight Theatre,2024-09-18 13:22:51
Star Wars: Episode III - Revenge of the Sith,CineLux,2024-09-12 19:04:16
Mighty Morphin Power Rangers: The Movie,Riviera Cinema,2024-09-10 05:25:38
2046,Grand View Cinema,2024-09-17 14:07:56
It's Kind of a Funny Story,Grand View Cinema,2024-09-11 04:49:31
Black Dynamite,Riviera Cinema,2024-08-31 19:07:43
James and the Giant Peach,Regal Cinema,2024-09-21 09:06:20
Hush!,Starlight Theatre,2024-08-29 04:24:58
Gattaca,Silver Screen Cinema,2024-09-07 14:04:59
Gideon's Army,Grand View Cinema,2024-09-21 15:47:25
2012,CineLux,2024-09-05 21:30:42
Super Troopers,Starlight Theatre,2024-09-13 00:49:45
Kahaani,Galaxy Cinema,2024-09-21 16:19:21
It's Kind of a Funny Story,Riviera Cinema,2024-09-22 21:01:27
Married to the Mob,Riviera Cinema,2024-09-24 13:43:52
Rocket Singh: Salesman of the Year,Grand View Cinema,2024-09-20 03:36:53
Never Back Down,Silver Screen Cinema,2024-09-26 11:40:24
Jeepers Creepers 2,Galaxy Cinema,2024-09-23 19:56:55
Grumpy Cat's Worst Christmas Ever,CineStar Plaza,2024-09-16 03:19:09
Lords of Dogtown,Regal Cinema,2024-09-09 23:27:01
You Kill Me,Starlight Theatre,2024-09-13 19:19:30
21,Starlight Theatre,2024-09-07 12:45:48
One Life,Silver Screen Cinema,2024-08-30 23:18:37
The Lunchbox,Regal Cinema,2024-09-12 16:43:50
Iron Man 2,Galaxy Cinema,2024-09-09 23:20:11
I Love Sarah Jane,CineLux,2024-09-09 21:40:22
August Rush,CineStar Plaza,2024-09-13 14:12:21
Never Say Never Again,CineLux,2024-09-09 12:14:11
Sideways,Grand View Cinema,2024-09-26 22:55:25
In Too Deep,Galaxy Cinema,2024-09-16 04:15:56
Don't Go in the House,Silver Screen Cinema,2024-09-12 08:12:02
Rock of Ages,CineLux,2024-09-14 09:53:08
Butterfly,CineStar Plaza,2024-09-14 05:57:31
Foxcatcher,Grand View Cinema,2024-09-03 14:44:24
Corpse Bride,Silver Screen Cinema,2024-09-08 09:26:52
Schindler's List,Grand View Cinema,2024-09-08 12:23:53
Surrogates,CineStar Plaza,2024-09-13 00:25:08
Turbulence,Grand View Cinema,2024-09-07 11:30:59
Calendar Girls,Starlight Theatre,2024-09-14 19:23:08
Melody,Regal Cinema,2024-09-25 18:47:49
Face/Off,Silver Screen Cinema,2024-09-05 18:14:47
Jeepers Creepers,Silver Screen Cinema,2024-09-14 01:10:59
City Lights,Riviera Cinema,2024-09-24 01:33:01
Albert Nobbs,Galaxy Cinema,2024-09-14 23:23:33
Star Wars: The Clone Wars,Regal Cinema,2024-08-30 21:52:00
Papillon,CineLux,2024-09-16 03:02:19
Tsotsi,Starlight Theatre,2024-09-26 01:13:06
Larry Crowne,CineLux,2024-09-23 01:23:14
Little Men,Galaxy Cinema,2024-09-13 05:00:05
Going Down in LA-LA Land,Starlight Theatre,2024-09-18 04:53:40
Kiss of the Damned,Riviera Cinema,2024-09-04 22:49:20
Loving Annabelle,Regal Cinema,2024-09-20 09:56:12
Frequently Asked Questions About Time Travel,Starlight Theatre,2024-09-03 05:24:10
Seven Psychopaths,Starlight Theatre,2024-09-20 08:41:41
I Am Legend,Riviera Cinema,2024-09-25 13:54:29
Escape from New York,Regal Cinema,2024-09-11 17:33:47
Undertow,Galaxy Cinema,2024-09-25 08:44:57
Good Night, and Good Luck.,Grand View Cinema,2024-08-29 07:41:02
Facing the Giants,Galaxy Cinema,2024-09-01 07:51:35
Hero,Regal Cinema,2024-09-06 15:35:53
Indiana Jones and the Kingdom of the Crystal Skull,Grand View Cinema,2024-09-20 12:20:13
Her,Grand View Cinema,2024-09-05 05:46:02
Rambo III,Regal Cinema,2024-09-07 06:22:56
Police Academy 6: City Under Siege,CineLux,2024-09-26 19:20:58
Yogi Bear,Silver Screen Cinema,2024-09-11 05:46:30
House Party,Grand View Cinema,2024-09-23 15:28:07
The Identical,Regal Cinema,2024-09-07 17:19:40
Sugar,Riviera Cinema,2024-09-11 06:54:16
Back to the Future Part II,Regal Cinema,2024-09-21 02:49:12
Tamara,CineStar Plaza,2024-09-23 21:36:39
They Live,Riviera Cinema,2024-09-11 06:31:36
They Live,Grand View Cinema,2024-09-17 09:39:37
Home on the Range,CineLux,2024-09-15 18:03:29
Scoop,Galaxy Cinema,2024-09-23 05:02:49
Terminator 3: Rise of the Machines,CineLux,2024-09-07 20:59:37
Hunk,Starlight Theatre,2024-09-18 11:50:30
I Am Number Four,Silver Screen Cinema,2024-09-03 16:28:16
While She Was Out,Regal Cinema,2024-09-25 03:11:56
Birdemic: Shock and Terror,CineLux,2024-09-25 19:15:35
Smokin' Aces 2: Assassins' Ball,Grand View Cinema,2024-09-16 19:54:08
Me and Earl and the Dying Girl,Grand View Cinema,2024-09-01 15:45:39
Twist,Riviera Cinema,2024-09-20 14:06:52
Angus, Thongs and Perfect Snogging,Silver Screen Cinema,2024-08-31 02:03:50
Lola Versus,Grand View Cinema,2024-09-15 14:31:18
Return to Oz,CineLux,2024-09-26 13:19:13
Hesher,CineStar Plaza,2024-09-25 07:31:49
Quick Change,Galaxy Cinema,2024-09-08 14:48:55
From Time to Time,Regal Cinema,2024-09-03 18:10:49
The Captains,Silver Screen Cinema,2024-09-21 18:36:45
Sky High,Riviera Cinema,2024-09-25 14:26:04
American Idiots,Silver Screen Cinema,2024-09-19 20:10:41
Think Like a Man,Starlight Theatre,2024-09-18 01:30:16
Fall,CineStar Plaza,2024-09-02 20:34:46
Planet Hulk,CineLux,2024-09-08 14:43:03
Magic Camp,Riviera Cinema,2024-09-14 05:49:33
Cats & Dogs,Grand View Cinema,2024-09-05 07:24:42
Fun,Starlight Theatre,2024-09-25 02:38:36
Outside the Law,Riviera Cinema,2024-09-07 14:48:51
Blink,Grand View Cinema,2024-09-01 18:10:28
Monsters, Inc.,Grand View Cinema,2024-09-12 09:43:39
The Butterfly Effect 2,Galaxy Cinema,2024-09-17 13:32:07
Andrew Dice Clay: Indestructible,Riviera Cinema,2024-09-24 00:50:52
World's Greatest Dad,Regal Cinema,2024-09-22 18:19:09
Repo Men,CineLux,2024-08-29 15:41:47
Knowing,Galaxy Cinema,2024-09-19 09:48:06
Rocky II,Starlight Theatre,2024-09-07 20:06:09
River's Edge,Grand View Cinema,2024-09-21 13:19:51
Little Miss Sunshine,Starlight Theatre,2024-09-03 15:19:38
Bee Movie,CineStar Plaza,2024-09-03 01:39:23
Amateur,CineStar Plaza,2024-09-07 05:26:21
April Showers,CineStar Plaza,2024-09-13 08:43:29
My Sister's Keeper,CineLux,2024-09-18 07:09:00
16 Acres,Galaxy Cinema,2024-09-06 21:17:33
A Most Violent Year,Riviera Cinema,2024-08-31 18:00:28
